"Order.ID","Coupon_Details","Customer.ID","Order.Date","Billing.Suburb","Billing.State","Billing.Zip","ProductID","ProductQty","ProductSKU","ProductName","ProductWeight","ProductUnitPrice","ProductTotalPrice","ProductDetail_1","ProductDetail_2","ProductDetail_3","ProductDetail_4","ProductDetail_5","ProductDetail_6","ProductDetail_7","ProductDetail_8","ProductDetail_9","ProductDetail_10","ProductDetail_11","ProductDetail_12","ProductDetail_13","ProductDetail_14","ProductDetail_15"
1552,"",3,"10/2/2023","Evansville","IN","47715",0,1,"","$500.00 Gift Certificate",0,500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 14.69",4,"25/06/2021","Evansville","IN","47713",258,1,"","Meat Box",10,14.69,14.69,"Chicken Breast - 6 Count: Included","1 lb. Frozen Breaded / Cooked Chicken Breast Tenders: Included","1 lb. Ground Turkey: Included","1 lb. Ground Beef: Included","1 lb. Sausage: Included","1 lb. Bacon: Included","6 Pork Chops: Included","1 lb. Beef Roast: Included",NA,NA,NA,NA,NA,NA,NA
137,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 29.38",4,"6/7/2021","Evansville","IN","47713",258,2,"","Meat Box",10,14.69,29.38,"Chicken Breast - 6 Count: Included","1 lb. Frozen Breaded / Cooked Chicken Breast Tenders: Included","1 lb. Ground Turkey: Included","1 lb. Ground Beef: Included","1 lb. Sausage: Included","1 lb. Bacon: Included","6 Pork Chops: Included","1 lb. Beef Roast: Included",NA,NA,NA,NA,NA,NA,NA
202,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 16.16",4,"13/08/2021","Evansville","IN","47713",258,1,"","Meat Box",10,16.16,16.16,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey patties","frozen: Included","1 lb. Ground Beef patties","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included","1 lb. Beef Roast","frozen: Included"
251,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 10.03",4,"1/10/2021","Evansville","IN","47713",243,1,"","Dairy / Egg Box",10,10.03,10.03,"Choice of milk: Gallon Whole Milk","32 oz. Vanilla Yogurt: Included","1 lb. Butter: Included","16 oz. Sour Cream: Included","16 oz. Cottage Cheese: Included","1 lb. Colby Jack Cheese: Included","1 lb. Mozzarella Cheese: Included","1 Dozen Eggs: Included",NA,NA,NA,NA,NA,NA,NA
320,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 19.48",4,"6/11/2021","Evansville","IN","47713",306,1,"","Holiday Dinner Box",5,19.48,19.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 16.16",4,"20/12/2021","Evansville","IN","47713",258,1,"","Meat Box",10,16.16,16.16,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
457,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",4,"15/02/2022","Evansville","IN","47713",255,1,"","Fresh Fruit Box",10,12.07,12.07,"1 lb. Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
553,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",4,"22/03/2022","Evansville","IN","47713",255,1,"","Fresh Fruit Box",10,12.07,12.07,"1 lb. Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
700,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",4,"6/6/2022","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
903,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",4,"17/08/2022","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1032,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",4,"19/09/2022","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1242,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",4,"15/11/2022","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
144,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 16.60",5,"9/7/2021","Evansville","IN","47715",255,1,"","Fresh Fruit Box",10,10.98,10.98,"Bag Red Seedless Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","Gala Apples - 6 Count: Included","1 Bunch Bananas: Included","Oranges - 6 Count: Included","Lemons - 3 Count: Included","Bartlett Pears - 4 Count: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
144,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 16.60",5,"9/7/2021","Evansville","IN","47715",265,1,"","Italian Dinner Box",16,5.62,5.62,"Whole Grain Spaghetti Noodles - 16 oz.: Included","Ground Beef - 1 lb.: Included","Marinara Sauce - 14 oz.: Included","Premade Pizza Crust - 16 in.: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
147,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 10.98",5,"9/7/2021","Evansville","IN","47715",255,1,"","Fresh Fruit Box",10,10.98,10.98,"Bag Red Seedless Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","Gala Apples - 6 Count: Included","1 Bunch Bananas: Included","Oranges - 6 Count: Included","Lemons - 3 Count: Included","Bartlett Pears - 4 Count: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
259,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 18.85",5,"5/10/2021","Evansville","IN","47715",255,1,"","Fresh Fruit Box",10,12.07,12.07,"1 lb. Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
259,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 18.85",5,"5/10/2021","Evansville","IN","47715",289,1,"","Grain / Bean Box",144,6.78,6.78,"1 lb. Dry Brown Lentils: Included","1 lb. Dry Garbanzo Beans: Included","1 lb. Dry Pinto Beans: Included","1 lb. Dry Kidney Beans: Included","1 lb. Dry White Beans: Included","1 lb. Dry Quinoa: Included","1 lb. Dry Cous-Cous: Included","1 lb. Dry Brown Rice: Included","1 lb. Dry Barley: Included",NA,NA,NA,NA,NA,NA
1621,"",5,"3/3/2023","Evansville","IN","47715",248,1,"","Fresh Vegetable Bag",10,14.01,14.01,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
1621,"",5,"3/3/2023","Evansville","IN","47715",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1877,"",5,"6/6/2023","Evansville","IN","47715",367,982,"","Donation",0,0.01,9.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2359,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 20.00",5,"2/2/2024","Evansville","IN","47715",368,2,"","Local Picks! Bag",160,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2384,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.00",5,"18/02/2024","Evansville","IN","47715",255,1,"","Fresh Fruit Bag",10,12,12,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
100,"",6,"17/06/2021","Evansville","IN","47713",248,1,"","Fresh Vegetable Box",10,6,6,"Broccoli Florets: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","Yellow Onion - 2 Count: Included","Sweet Potato - 4 Count: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
100,"",6,"17/06/2021","Evansville","IN","47713",255,1,"","Fresh Fruit Box",10,10.5,10.5,"Bag Red Seedless Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Frozen Blueberries: Included","Gala Apples - 6 Count: Included","1 Bunch Bananas: Included","Oranges - 6 Count: Included","Lemons - 3 Count: Included","Bartlett Pears - 4 Count: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
100,"",6,"17/06/2021","Evansville","IN","47713",289,1,"","Grain / Bean Box",144,6.16,6.16,"Brown Lentils - Dry: Included","Garbanzo Beans - Dry: Included","Pinto Beans - Dry: Included","Kidney Beans - Dry: Included","White Beans - Dry - 1 lb.: Included","Quinoa - 1 lb.: Included","Cous-Cous - 1 lb.: Included","Brown Rice - 1 lb.: Included","Barley - 1 lb.: Included",NA,NA,NA,NA,NA,NA
100,"",6,"17/06/2021","Evansville","IN","47713",299,1,"","Flavor Box",60,7.82,7.82,"Olive Oil (EVOO) - 14 oz.: Included","Balsamic Vinegar - 14 oz.: Included","Apple Cider Vinegar - 14 oz.: Included","Maple Syrup - 14 oz.: Included","Soy Sauce Kikkoman: Included","Basil Leaf - 1/2 oz: Included","Ground Cumin - 1 oz.: Included","Smoked Paprika - 1/2 oz.: Included","Curry Powder - 1 oz.: Included","Oregano Leaf Mexican - 1/2 oz.: Included","Dill Weed - 1/2 oz.: Included",NA,NA,NA,NA
166,"",6,"22/07/2021","Evansville","IN","47713",241,1,"","Breakfast Box",10,11.96,11.96,"Choice of milk: Gallon 2% Milk","8 oz. Colby Cheese: Included","One Dozen Eggs: Included","1 lb. of Butter: Included","1 lb. Bisquick Baking Mix: Included","1 lb. Frozen Blueberries: Included","12 oz. Cheerios Cereal: Included","1 lb. Rolled Oats: Included",NA,NA,NA,NA,NA,NA,NA
166,"",6,"22/07/2021","Evansville","IN","47713",248,2,"","Fresh Vegetable Box",10,13.22,26.44,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
166,"",6,"22/07/2021","Evansville","IN","47713",255,2,"","Fresh Fruit Box",10,10.98,21.96,"1 lb. Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
166,"",6,"22/07/2021","Evansville","IN","47713",265,1,"","Italian Dinner Box",16,5.62,5.62,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef patties: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
166,"",6,"22/07/2021","Evansville","IN","47713",272,1,"","Mexican Dinner Box",16,9.07,9.07,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey patties: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
321,"",6,"7/11/2021","Evansville","IN","47713",255,1,"","Fresh Fruit Box",10,12.07,12.07,"1 lb. Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
321,"",6,"7/11/2021","Evansville","IN","47713",306,1,"","Holiday Dinner Box",5,19.48,19.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,"",6,"10/2/2023","Evansville","IN","47713",241,1,"","Breakfast Bag",10,13.15,13.15,"Choice of milk: Gallon 2% Milk","8 oz. Colby Cheese: Included","One Dozen Eggs: Included","1 lb. of Butter: Included","1 lb. Bisquick Baking Mix: Included","1 lb. Frozen Blueberries: Included","12 oz. Cheerios Cereal: Included","1 lb. Rolled Oats: Included",NA,NA,NA,NA,NA,NA,NA
1553,"",6,"10/2/2023","Evansville","IN","47713",248,2,"","Fresh Vegetable Bag",10,14.01,28.02,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
1553,"",6,"10/2/2023","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1553,"",6,"10/2/2023","Evansville","IN","47713",272,1,"","Mexican Dinner Bag",16,12.81,12.81,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
1553,"",6,"10/2/2023","Evansville","IN","47713",289,1,"","Grain / Bean Bag",144,8.72,8.72,"1 lb. Dry Brown Lentils: Included","1 lb. Dry Garbanzo Beans: Included","1 lb. Dry Pinto Beans: Included","1 lb. Dry Kidney Beans: Included","1 lb. Dry White Beans: Included","1 lb. Dry Quinoa: Included","1 lb. Dry Cous-Cous: Included","1 lb. Dry Brown Rice: Included","1 lb. Dry Barley: Included",NA,NA,NA,NA,NA,NA
1553,"",6,"10/2/2023","Evansville","IN","47713",299,1,"","Flavor Bag",60,10,10,"12 oz. Olive Oil: Included","5 oz. Balsamic Vinegar: Included","5 oz. Apple Cider Vinegar: Included","8 oz. Maple Syrup: Included","5 oz. Soy Sauce: Included","1 oz. Basil Leaf: Included","1 oz. Ground Cumin: Included","1 oz. Smoked Paprika: Included","1 oz. Curry Powder: Included","1 oz. Oregano Leaf Mexican: Included","1 oz. Dill Weed: Included","1 oz. Garlic Powder: Included","1 oz. Onion Powder: Included",NA,NA
1617,"",6,"1/3/2023","Evansville","IN","47713",241,1,"","Breakfast Bag",10,13.15,13.15,"Choice of milk: Gallon 2% Milk","8 oz. Colby Cheese: Included","One Dozen Eggs: Included","1 lb. of Butter: Included","1 lb. Bisquick Baking Mix: Included","1 lb. Frozen Blueberries: Included","12 oz. Cheerios Cereal: Included","1 lb. Rolled Oats: Included",NA,NA,NA,NA,NA,NA,NA
1617,"",6,"1/3/2023","Evansville","IN","47713",243,1,"","Dairy / Egg Bag",10,12.7,12.7,"Choice of milk: Gallon 2% Milk","32 oz. Vanilla Yogurt: Included","1 lb. Butter: Included","16 oz. Sour Cream: Included","16 oz. Cottage Cheese: Included","1 lb. Colby Jack Cheese: Included","1 lb. Mozzarella Cheese: Included","1 Dozen Eggs: Included",NA,NA,NA,NA,NA,NA,NA
1617,"",6,"1/3/2023","Evansville","IN","47713",248,3,"","Fresh Vegetable Bag",10,14.01,42.03,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
1617,"",6,"1/3/2023","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1617,"",6,"1/3/2023","Evansville","IN","47713",265,1,"","Italian Dinner Bag",16,9.21,9.21,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
1617,"",6,"1/3/2023","Evansville","IN","47713",289,2,"","Grain / Bean Bag",144,8.72,17.44,"1 lb. Dry Brown Lentils: Included","1 lb. Dry Garbanzo Beans: Included","1 lb. Dry Pinto Beans: Included","1 lb. Dry Kidney Beans: Included","1 lb. Dry White Beans: Included","1 lb. Dry Quinoa: Included","1 lb. Dry Cous-Cous: Included","1 lb. Dry Brown Rice: Included","1 lb. Dry Barley: Included",NA,NA,NA,NA,NA,NA
1672,"",6,"18/03/2023","Evansville","IN","47713",243,1,"","Dairy / Egg Bag",10,12.7,12.7,"Choice of milk: Gallon 2% Milk","32 oz. Vanilla Yogurt: Included","1 lb. Butter: Included","16 oz. Sour Cream: Included","16 oz. Cottage Cheese: Included","1 lb. Colby Jack Cheese: Included","1 lb. Mozzarella Cheese: Included","1 Dozen Eggs: Included",NA,NA,NA,NA,NA,NA,NA
1672,"",6,"18/03/2023","Evansville","IN","47713",248,2,"","Fresh Vegetable Bag",10,14.01,28.02,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
1672,"",6,"18/03/2023","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1672,"",6,"18/03/2023","Evansville","IN","47713",265,1,"","Italian Dinner Bag",16,9.21,9.21,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
1672,"",6,"18/03/2023","Evansville","IN","47713",272,1,"","Mexican Dinner Bag",16,12.81,12.81,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
1715,"",6,"1/4/2023","Evansville","IN","47713",241,1,"","Breakfast Bag",10,19,19,"Choice of milk: Gallon 2% Milk","8 oz. Colby Cheese: Included","One Dozen Eggs: Included","1 lb. of Butter: Included","1 lb. Bisquick Baking Mix: Included","1 lb. Frozen Blueberries: Included","12 oz. Cheerios Cereal: Included","1 lb. Rolled Oats: Included",NA,NA,NA,NA,NA,NA,NA
1715,"",6,"1/4/2023","Evansville","IN","47713",243,1,"","Dairy / Egg Bag",10,18,18,"Choice of milk: Gallon 2% Milk","32 oz. Vanilla Yogurt: Included","1 lb. Butter: Included","16 oz. Sour Cream: Included","16 oz. Cottage Cheese: Included","1 lb. Colby Jack Cheese: Included","1 lb. Mozzarella Cheese: Included","1 Dozen Eggs: Included",NA,NA,NA,NA,NA,NA,NA
1715,"",6,"1/4/2023","Evansville","IN","47713",248,1,"","Fresh Vegetable Bag",10,15,15,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
1715,"",6,"1/4/2023","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,14,14,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1715,"",6,"1/4/2023","Evansville","IN","47713",265,1,"","Italian Dinner Bag",16,13,13,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
1715,"",6,"1/4/2023","Evansville","IN","47713",272,1,"","Mexican Dinner Bag",16,20,20,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
1715,"",6,"1/4/2023","Evansville","IN","47713",289,1,"","Grain / Bean Bag",144,13,13,"1 lb. Dry Brown Lentils: Included","1 lb. Dry Garbanzo Beans: Included","1 lb. Dry Pinto Beans: Included","1 lb. Dry Kidney Beans: Included","1 lb. Dry White Beans: Included","1 lb. Dry Quinoa: Included","1 lb. Dry Cous-Cous: Included","1 lb. Dry Brown Rice: Included","1 lb. Dry Barley: Included",NA,NA,NA,NA,NA,NA
1750,"",6,"16/04/2023","Evansville","IN","47713",241,1,"","Breakfast Bag",10,19,19,"Choice of milk: Gallon 2% Milk","8 oz. Colby Cheese: Included","One Dozen Eggs: Included","1 lb. of Butter: Included","1 lb. Bisquick Baking Mix: Included","1 lb. Frozen Blueberries: Included","12 oz. Cheerios Cereal: Included","1 lb. Rolled Oats: Included",NA,NA,NA,NA,NA,NA,NA
1750,"",6,"16/04/2023","Evansville","IN","47713",243,1,"","Dairy / Egg Bag",10,18,18,"Choice of milk: Gallon 2% Milk","32 oz. Vanilla Yogurt: Included","1 lb. Butter: Included","16 oz. Sour Cream: Included","16 oz. Cottage Cheese: Included","1 lb. Colby Jack Cheese: Included","1 lb. Mozzarella Cheese: Included","1 Dozen Eggs: Included",NA,NA,NA,NA,NA,NA,NA
1750,"",6,"16/04/2023","Evansville","IN","47713",248,1,"","Fresh Vegetable Bag",10,15,15,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
1750,"",6,"16/04/2023","Evansville","IN","47713",255,1,"","Fresh Fruit Bag",10,14,14,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1750,"",6,"16/04/2023","Evansville","IN","47713",265,1,"","Italian Dinner Bag",16,13,13,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
1750,"",6,"16/04/2023","Evansville","IN","47713",272,1,"","Mexican Dinner Bag",16,20,20,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
1750,"",6,"16/04/2023","Evansville","IN","47713",289,1,"","Grain / Bean Bag",144,13,13,"1 lb. Dry Brown Lentils: Included","1 lb. Dry Garbanzo Beans: Included","1 lb. Dry Pinto Beans: Included","1 lb. Dry Kidney Beans: Included","1 lb. Dry White Beans: Included","1 lb. Dry Quinoa: Included","1 lb. Dry Cous-Cous: Included","1 lb. Dry Brown Rice: Included","1 lb. Dry Barley: Included",NA,NA,NA,NA,NA,NA
139,"",8,"8/7/2021","Evansville","IN","47711",243,1,"","Dairy / Egg Box",10,9.12,9.12,"Choice of milk: Gallon Whole Milk","32 oz. Plain Yogurt: Included","One Pound Unsalted Butter: Included","16 oz. Sour Cream: Included","16 oz. Cottage Cheese: Included","1 lb. Colby Jack Cheese: Included","1 lb. Mozzarella Cheese: Included","One Dozen Eggs: Included",NA,NA,NA,NA,NA,NA,NA
139,"",8,"8/7/2021","Evansville","IN","47711",258,1,"","Meat Box",10,14.69,14.69,"Chicken Breast - 6 Count: Included","1 lb. Frozen Breaded / Cooked Chicken Breast Tenders: Included","1 lb. Ground Turkey: Included","1 lb. Ground Beef: Included","1 lb. Sausage: Included","1 lb. Bacon: Included","6 Pork Chops: Included","1 lb. Beef Roast: Included",NA,NA,NA,NA,NA,NA,NA
